txn_id,txn_datetime,txn_date,txn_month,txn_year,txn_hour,day_of_week,user_id,user_city,user_city_tier,user_age,user_gender,user_activity_level,merchant_id,merchant_name,merchant_category,merchant_city,platform_used,preferred_platform,is_preferred_platform,payment_mode,device_type,amount,status,unusual_hour_flag,high_amount_flag,round_amount_flag,velocity_flag,fraud_score,is_fraud,is_weekend,time_of_day,is_festival_month,quarter,amount_bucket,is_success,is_failed,is_cross_city,age_group
TXN00002787,23-01-2023 12:06,23-01-2023,1,2023,12,Monday,USR000430,Visakhapatnam,Tier2,23,Male,High,MER01307,Barad Family Transfer,P2P Transfer,Meerut,PhonePe,PhonePe,1,QR Scan,iOS,1029.07,Success,0,0,0,0,0,0,0,Afternoon,0,1,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00002788,30-08-2022 17:37,30-08-2022,8,2022,17,Tuesday,USR005702,Nagpur,Tier2,29,Female,High,MER01665,Suresh Cab Service,Travel,Mumbai,Google Pay,Google Pay,1,QR Scan,iOS,2567.3,Success,0,0,0,0,0,0,0,Evening,1,3,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00002789,11-03-2022 14:19,11-03-2022,3,2022,14,Friday,USR006479,Hyderabad,Tier1,35,Female,Medium,MER00785,Kaur College,Education,Guwahati,PhonePe,PhonePe,1,UPI ID,Android,7239.99,Success,0,0,0,0,0,0,0,Afternoon,0,1,Very Large (5K-10K),1,0,1,Millennial (26-35)
TXN00002790,24-05-2022 08:13,24-05-2022,5,2022,8,Tuesday,USR007282,Noida,Tier3,20,Female,High,MER00133,Dutt Juice Corner,Food & Beverage,Bangalore,Google Pay,Google Pay,1,Payment Link,iOS,184.6,Success,0,0,0,0,0,0,0,Morning,0,2,Small (100-500),1,0,1,Gen Z (18-25)
TXN00002791,08-05-2022 20:33,08-05-2022,5,2022,20,Sunday,USR007544,Surat,Tier2,63,Female,High,MER01167,Chhabra Service Apartment,Hotel & Lodging,Pune,CRED,CRED,1,QR Scan,iOS,2576.3,Success,0,0,0,0,0,0,1,Evening,0,2,Large (1K-5K),1,0,1,Elder (55+)
TXN00002792,08-02-2023 14:31,08-02-2023,2,2023,14,Wednesday,USR001194,Vadodara,Tier2,38,Male,Medium,MER01795,Balakrishnan Kirana Store,Grocery,Bangalore,PhonePe,PhonePe,1,Payment Link,Android,1349.71,Success,0,0,0,0,0,0,0,Afternoon,0,1,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00002793,18-02-2022 11:59,18-02-2022,2,2022,11,Friday,USR008441,Visakhapatnam,Tier2,27,Male,Medium,MER00476,Krishna Snapdeal,E-commerce,Madurai,Google Pay,Google Pay,1,UPI ID,Web,3417.52,Success,0,0,0,0,0,0,0,Morning,0,1,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00002794,02-12-2023 19:10,02-12-2023,12,2023,19,Saturday,USR006181,Guwahati,Tier3,37,Female,Medium,MER00223,Mutti Residency,Rent,Gorakhpur,WhatsApp Pay,WhatsApp Pay,1,Payment Link,iOS,11378.94,Success,0,0,0,0,0,0,1,Evening,0,4,Ultra (10K+),1,0,1,Gen X (36-45)
TXN00002795,09-03-2023 18:15,09-03-2023,3,2023,18,Thursday,USR007958,Bangalore,Tier1,47,Female,Low,MER01925,Mane Tech Store,Electronics,Bhopal,PhonePe,PhonePe,1,QR Scan,Android,12064.54,Success,0,0,0,0,0,0,0,Evening,0,1,Ultra (10K+),1,0,1,Senior (46-55)
TXN00002796,19-07-2022 17:23,19-07-2022,7,2022,17,Tuesday,USR005585,Nashik,Tier2,33,Female,High,MER00076,Dalal Cafe,Food & Beverage,Chennai,Google Pay,Google Pay,1,QR Scan,iOS,131.01,Success,0,0,0,1,1,0,0,Evening,0,3,Small (100-500),1,0,1,Millennial (26-35)
TXN00002797,27-12-2022 21:07,27-12-2022,12,2022,21,Tuesday,USR009069,Nagpur,Tier2,19,Male,Medium,MER00602,Sandal Rapido,Auto & Transport,Pune,PhonePe,PhonePe,1,UPI ID,iOS,411.47,Success,0,0,0,0,0,0,0,Night,0,4,Small (100-500),1,0,1,Gen Z (18-25)
TXN00002798,25-05-2023 15:49,25-05-2023,5,2023,15,Thursday,USR006719,Noida,Tier3,26,Female,High,MER01104,Bhatt Snapdeal,E-commerce,Bangalore,Google Pay,Google Pay,1,UPI ID,iOS,6533.94,Success,0,0,0,0,0,0,0,Afternoon,0,2,Very Large (5K-10K),1,0,1,Millennial (26-35)
TXN00002799,06-11-2022 21:10,06-11-2022,11,2022,21,Sunday,USR001459,Kolkata,Tier1,25,Male,High,MER00865,Manda Fuel Station,Fuel,Delhi,Paytm,Paytm,1,Payment Link,Android,2050.73,Success,0,0,0,0,0,0,1,Night,1,4,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00002800,29-07-2022 06:49,29-07-2022,7,2022,6,Friday,USR000357,Patna,Tier2,19,Female,Low,MER00891,Nadig Sweet Shop,Food & Beverage,Madurai,Google Pay,Google Pay,1,UPI ID,Android,71.58,Success,0,0,0,0,0,0,0,Morning,0,3,Micro (<100),1,0,1,Gen Z (18-25)
TXN00002801,16-09-2023 15:12,16-09-2023,9,2023,15,Saturday,USR004024,Ghaziabad,Tier3,47,Male,High,MER01099,Shetty Academy,Education,Visakhapatnam,PhonePe,PhonePe,1,UPI ID,Android,3254.99,Success,0,0,0,0,0,0,1,Afternoon,1,3,Large (1K-5K),1,0,1,Senior (46-55)
TXN00002802,23-12-2022 20:30,23-12-2022,12,2022,20,Friday,USR004678,Nagpur,Tier2,59,Female,Low,MER00441,Ram College,Education,Ahmedabad,Paytm,Paytm,1,UPI ID,Android,5055.41,Success,0,0,0,0,0,0,0,Evening,0,4,Very Large (5K-10K),1,0,1,Elder (55+)
TXN00002803,07-10-2022 19:06,07-10-2022,10,2022,19,Friday,USR003498,Ahmedabad,Tier1,50,Female,Medium,MER00073,Sani Multiplex,Entertainment,Kolkata,Amazon Pay,Amazon Pay,1,QR Scan,iOS,310.62,Success,0,0,0,0,0,0,0,Evening,1,4,Small (100-500),1,0,1,Senior (46-55)
TXN00002804,28-12-2023 18:06,28-12-2023,12,2023,18,Thursday,USR004182,Visakhapatnam,Tier2,40,Male,Low,MER00602,Sandal Rapido,Auto & Transport,Pune,Google Pay,Google Pay,1,UPI ID,Android,386.17,Success,0,0,0,0,0,0,0,Evening,0,4,Small (100-500),1,0,1,Gen X (36-45)
TXN00002805,20-07-2023 13:01,20-07-2023,7,2023,13,Thursday,USR004432,Bangalore,Tier1,36,Male,Medium,MER01843,Walia Garments,Clothing & Fashion,Delhi,Google Pay,Google Pay,1,UPI ID,Android,2134.77,Success,0,0,0,0,0,0,0,Afternoon,0,3,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00002806,26-04-2023 13:17,26-04-2023,4,2023,13,Wednesday,USR000880,Visakhapatnam,Tier2,26,Female,High,MER00597,Rajagopal Multiplex,Entertainment,Varanasi,PhonePe,PhonePe,1,QR Scan,Android,261.8,Failed,0,0,0,0,0,0,0,Afternoon,0,2,Small (100-500),0,1,1,Millennial (26-35)
TXN00002807,04-01-2023 07:54,04-01-2023,1,2023,7,Wednesday,USR001906,Hyderabad,Tier1,25,Female,Medium,MER00982,Hans Gym,Salon & Wellness,Kolkata,Amazon Pay,Amazon Pay,1,Payment Link,Android,611.73,Success,0,0,0,0,0,0,0,Morning,0,1,Medium (500-1K),1,0,1,Gen Z (18-25)
TXN00002808,11-10-2023 17:54,11-10-2023,10,2023,17,Wednesday,USR008033,Bhopal,Tier2,26,Female,Medium,MER00272,Shroff Policy Bazaar,Insurance,Surat,PhonePe,PhonePe,1,Intent,Android,2339.63,Success,0,0,0,0,0,0,0,Evening,1,4,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00002809,24-01-2023 18:56,24-01-2023,1,2023,18,Tuesday,USR008074,Bangalore,Tier1,41,Male,High,MER01184,Chahal Medical Store,Healthcare,Noida,Google Pay,Google Pay,1,UPI ID,Android,806.61,Success,0,0,0,0,0,0,0,Evening,0,1,Medium (500-1K),1,0,1,Gen X (36-45)
TXN00002810,07-06-2023 16:56,07-06-2023,6,2023,16,Wednesday,USR004007,Visakhapatnam,Tier2,30,Male,Low,MER01923,Dhillon Sweet Shop,Food & Beverage,Coimbatore,CRED,CRED,1,QR Scan,Android,179.24,Success,0,0,0,0,0,0,0,Afternoon,0,2,Small (100-500),1,0,1,Millennial (26-35)
TXN00002811,28-10-2022 14:57,28-10-2022,10,2022,14,Friday,USR003200,Ahmedabad,Tier1,30,Other,Power,MER00603,Nanda Restaurant,Food & Beverage,Lucknow,WhatsApp Pay,PhonePe,0,Intent,Web,505.89,Success,0,0,0,0,0,0,0,Afternoon,1,4,Medium (500-1K),1,0,1,Millennial (26-35)
TXN00002812,23-10-2022 07:46,23-10-2022,10,2022,7,Sunday,USR005420,Vadodara,Tier2,28,Female,Medium,MER01268,Date Petrol Pump,Fuel,Coimbatore,Paytm,Paytm,1,Payment Link,Android,5000,Success,0,0,1,0,1,0,1,Morning,1,4,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00002813,08-04-2022 17:45,08-04-2022,4,2022,17,Friday,USR006593,Jaipur,Tier2,30,Other,High,MER00154,Dixit Readymade,Clothing & Fashion,Kanpur,Google Pay,Google Pay,1,QR Scan,Android,635.56,Success,0,0,0,0,0,0,0,Evening,0,2,Medium (500-1K),1,0,1,Millennial (26-35)
TXN00002814,05-09-2023 10:32,05-09-2023,9,2023,10,Tuesday,USR005500,Tiruchirappalli,Tier3,39,Female,Medium,MER01381,Bhasin Readymade,Clothing & Fashion,Allahabad,CRED,CRED,1,UPI ID,Android,473.09,Success,0,0,0,0,0,0,0,Morning,1,3,Small (100-500),1,0,1,Gen X (36-45)
TXN00002815,18-07-2022 08:25,18-07-2022,7,2022,8,Monday,USR000314,Kanpur,Tier2,59,Female,High,MER00224,Mani Daily Needs,Grocery,Gorakhpur,Google Pay,Google Pay,1,Intent,iOS,690.56,Success,0,0,0,0,0,0,0,Morning,0,3,Medium (500-1K),1,0,1,Elder (55+)
TXN00002816,02-04-2022 11:56,02-04-2022,4,2022,11,Saturday,USR002541,Ahmedabad,Tier1,40,Male,High,MER00169,Mani Cafe,Food & Beverage,Lucknow,PhonePe,PhonePe,1,QR Scan,iOS,100.53,Success,0,0,0,0,0,0,1,Morning,0,2,Small (100-500),1,0,1,Gen X (36-45)
TXN00002817,22-03-2022 12:46,22-03-2022,3,2022,12,Tuesday,USR000508,Visakhapatnam,Tier2,47,Female,Medium,MER01221,Guha Electric Board,Utilities,Nashik,Google Pay,Google Pay,1,QR Scan,Android,1233.74,Success,0,0,0,0,0,0,0,Afternoon,0,1,Large (1K-5K),1,0,1,Senior (46-55)
TXN00002818,13-12-2023 18:35,13-12-2023,12,2023,18,Wednesday,USR007695,Visakhapatnam,Tier2,56,Female,High,MER00462,Chaudry Gym,Salon & Wellness,Chennai,PhonePe,PhonePe,1,Intent,iOS,940.39,Success,0,0,0,0,0,0,0,Evening,0,4,Medium (500-1K),1,0,1,Elder (55+)
TXN00002819,25-10-2022 12:40,25-10-2022,10,2022,12,Tuesday,USR007976,Allahabad,Tier3,24,Female,Medium,MER00054,Sami General Store,Grocery,Ahmedabad,Paytm,Paytm,1,UPI ID,Android,1960.78,Success,0,0,0,0,0,0,0,Afternoon,1,4,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00002820,23-10-2023 17:10,23-10-2023,10,2023,17,Monday,USR007434,Ahmedabad,Tier1,25,Female,Medium,MER00987,Pandey Daily Needs,Grocery,Meerut,PhonePe,PhonePe,1,Intent,Android,902.75,Success,0,0,0,0,0,0,0,Evening,1,4,Medium (500-1K),1,0,1,Gen Z (18-25)
TXN00002821,27-03-2023 10:23,27-03-2023,3,2023,10,Monday,USR004574,Kanpur,Tier2,44,Male,High,MER00058,Wagle Snapdeal,E-commerce,Hyderabad,PhonePe,PhonePe,1,QR Scan,Web,1603.03,Success,0,0,0,0,0,0,0,Morning,0,1,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00002822,01-11-2023 20:52,01-11-2023,11,2023,20,Wednesday,USR008396,Vadodara,Tier2,41,Female,Power,MER01037,Bhatt General Store,Grocery,Kolkata,Google Pay,Google Pay,1,Payment Link,Android,244.1,Success,0,0,0,0,0,0,0,Evening,1,4,Small (100-500),1,0,1,Gen X (36-45)
TXN00002823,11-10-2022 14:28,11-10-2022,10,2022,14,Tuesday,USR005862,Bhopal,Tier2,35,Female,Medium,MER01424,Walia Supermart,Grocery,Indore,PhonePe,PhonePe,1,UPI ID,Android,1219,Failed,0,0,0,0,0,0,0,Afternoon,1,4,Large (1K-5K),0,1,1,Millennial (26-35)
TXN00002824,12-02-2022 07:25,12-02-2022,2,2022,7,Saturday,USR009005,Coimbatore,Tier2,39,Male,Medium,MER00094,Sarna DTH Services,Utilities,Lucknow,WhatsApp Pay,WhatsApp Pay,1,UPI ID,Android,1252.44,Success,0,0,0,0,0,0,1,Morning,0,1,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00002825,07-01-2023 10:40,07-01-2023,1,2023,10,Saturday,USR000617,Nashik,Tier2,20,Female,High,MER00447,Rao Personal Transfer,P2P Transfer,Jaipur,Google Pay,Google Pay,1,QR Scan,Web,3668.07,Success,0,0,0,0,0,0,1,Morning,0,1,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00002826,11-06-2022 11:32,11-06-2022,6,2022,11,Saturday,USR004739,Agra,Tier2,30,Male,High,MER00266,Jayaraman Event,Entertainment,Pune,Google Pay,Google Pay,1,Payment Link,Android,261.48,Success,0,0,0,0,0,0,1,Morning,0,2,Small (100-500),1,0,1,Millennial (26-35)
TXN00002827,21-02-2022 15:36,21-02-2022,2,2022,15,Monday,USR008834,Ahmedabad,Tier1,35,Male,Medium,MER00895,Kapoor Electric Board,Utilities,Mumbai,CRED,PhonePe,0,UPI ID,Web,924.31,Success,0,0,0,0,0,0,0,Afternoon,0,1,Medium (500-1K),1,0,1,Millennial (26-35)
TXN00002828,10-07-2023 20:18,10-07-2023,7,2023,20,Monday,USR002439,Jaipur,Tier2,36,Male,Medium,MER00389,Sekhon Juice Corner,Food & Beverage,Kolkata,PhonePe,PhonePe,1,Intent,iOS,102.99,Success,0,0,0,0,0,0,0,Evening,0,3,Small (100-500),1,0,1,Gen X (36-45)
TXN00002829,05-01-2023 18:49,05-01-2023,1,2023,18,Thursday,USR002644,Bangalore,Tier1,39,Female,High,MER00922,Raju Tiffin Center,Food & Beverage,Visakhapatnam,CRED,CRED,1,UPI ID,Android,63.22,Success,0,0,0,0,0,0,0,Evening,0,1,Micro (<100),1,0,1,Gen X (36-45)
TXN00002830,29-08-2022 05:31,29-08-2022,8,2022,5,Monday,USR006581,Delhi,Tier1,50,Male,Power,MER01255,Dhar Juice Corner,Food & Beverage,Lucknow,PhonePe,PhonePe,1,UPI ID,Android,128.56,Success,0,0,0,0,0,0,0,Late Night,1,3,Small (100-500),1,0,1,Senior (46-55)
TXN00002831,04-06-2023 14:31,04-06-2023,6,2023,14,Sunday,USR007961,Hyderabad,Tier1,50,Female,Low,MER00004,Lata Nykaa,E-commerce,Patna,Google Pay,Google Pay,1,UPI ID,Android,701.59,Success,0,0,0,0,0,0,1,Afternoon,0,2,Medium (500-1K),1,0,1,Senior (46-55)
TXN00002832,29-10-2022 18:57,29-10-2022,10,2022,18,Saturday,USR005214,Kanpur,Tier2,44,Male,Low,MER00234,Mannan Multiplex,Entertainment,Mumbai,PhonePe,PhonePe,1,Intent,iOS,489.55,Success,0,0,0,0,0,0,1,Evening,1,4,Small (100-500),1,0,1,Gen X (36-45)
TXN00002833,09-06-2023 18:22,09-06-2023,6,2023,18,Friday,USR002943,Nagpur,Tier2,28,Male,High,MER01621,Kata Appliances,Electronics,Kolkata,PhonePe,Google Pay,0,UPI ID,Android,5862.41,Success,0,0,0,0,0,0,0,Evening,0,2,Very Large (5K-10K),1,0,1,Millennial (26-35)
TXN00002834,21-07-2023 16:38,21-07-2023,7,2023,16,Friday,USR007443,Tiruchirappalli,Tier3,23,Male,Medium,MER00382,Badal Electric Board,Utilities,Bangalore,WhatsApp Pay,WhatsApp Pay,1,QR Scan,Android,868.82,Success,0,0,0,0,0,0,0,Afternoon,0,3,Medium (500-1K),1,0,1,Gen Z (18-25)
TXN00002835,20-08-2023 16:30,20-08-2023,8,2023,16,Sunday,USR001918,Kanpur,Tier2,37,Female,Power,MER01755,Rajagopalan Apartments,Rent,Aligarh,Paytm,PhonePe,0,QR Scan,Android,6647.62,Success,0,0,0,0,0,0,1,Afternoon,1,3,Very Large (5K-10K),1,0,1,Gen X (36-45)
TXN00002836,01-05-2023 10:11,01-05-2023,5,2023,10,Monday,USR002726,Bangalore,Tier1,28,Male,Power,MER01620,Sule Sweet Shop,Food & Beverage,Bangalore,Paytm,Paytm,1,QR Scan,iOS,35.94,Pending,0,0,0,0,0,0,0,Morning,0,2,Micro (<100),0,0,0,Millennial (26-35)
TXN00002837,22-10-2023 10:43,22-10-2023,10,2023,10,Sunday,USR004949,Ahmedabad,Tier1,46,Male,Medium,MER00805,Sha Petrol Pump,Fuel,Aurangabad,CRED,CRED,1,QR Scan,iOS,3707.85,Success,0,0,0,0,0,0,1,Morning,1,4,Large (1K-5K),1,0,1,Senior (46-55)
TXN00002838,13-01-2022 22:34,13-01-2022,1,2022,22,Thursday,USR002658,Jaipur,Tier2,48,Male,Medium,MER01217,Din Housing,Rent,Bangalore,PhonePe,PhonePe,1,QR Scan,Android,6584.67,Success,0,0,0,0,0,0,0,Night,0,1,Very Large (5K-10K),1,0,1,Senior (46-55)
TXN00002839,01-01-2023 09:20,01-01-2023,1,2023,9,Sunday,USR004452,Hyderabad,Tier1,37,Male,Medium,MER00737,Bhagat OTT Platform,Entertainment,Bangalore,PhonePe,Google Pay,0,UPI ID,Android,343.55,Success,0,0,0,0,0,0,1,Morning,0,1,Small (100-500),1,0,1,Gen X (36-45)
TXN00002840,23-11-2022 23:30,23-11-2022,11,2022,23,Wednesday,USR001402,Bareilly,Tier3,24,Female,High,MER00951,Bhattacharyya Sweet Shop,Food & Beverage,Chennai,Paytm,Paytm,1,UPI ID,Android,104.43,Success,0,0,0,0,0,0,0,Night,1,4,Small (100-500),1,0,1,Gen Z (18-25)
TXN00002841,25-06-2023 20:47,25-06-2023,6,2023,20,Sunday,USR000023,Jaipur,Tier2,28,Male,Medium,MER01145,Thaker Lodge,Hotel & Lodging,Mumbai,Google Pay,Google Pay,1,QR Scan,Android,6270.91,Success,0,0,0,0,0,0,1,Evening,0,2,Very Large (5K-10K),1,0,1,Millennial (26-35)
TXN00002842,22-02-2022 11:08,22-02-2022,2,2022,11,Tuesday,USR004516,Delhi,Tier1,31,Male,Medium,MER01220,Rajan Textile,Clothing & Fashion,Patna,Paytm,Paytm,1,QR Scan,Android,1634.8,Success,0,0,0,0,0,0,0,Morning,0,1,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00002843,24-02-2022 15:44,24-02-2022,2,2022,15,Thursday,USR007786,Jabalpur,Tier3,34,Female,High,MER01339,Sarin Apartments,Rent,Meerut,Amazon Pay,Google Pay,0,Payment Link,iOS,7308.86,Success,0,0,0,0,0,0,0,Afternoon,0,1,Very Large (5K-10K),1,0,1,Millennial (26-35)
TXN00002844,17-11-2022 21:37,17-11-2022,11,2022,21,Thursday,USR003578,Pune,Tier1,34,Male,High,MER01081,Lanka Cafe,Food & Beverage,Vadodara,PhonePe,PhonePe,1,Payment Link,Android,197.58,Success,0,0,0,0,0,0,0,Night,1,4,Small (100-500),1,0,1,Millennial (26-35)
TXN00002845,30-11-2022 08:32,30-11-2022,11,2022,8,Wednesday,USR006740,Bangalore,Tier1,56,Male,High,MER00596,Acharya Personal Transfer,P2P Transfer,Vadodara,CRED,PhonePe,0,Intent,Android,6842.81,Success,0,0,0,0,0,0,0,Morning,1,4,Very Large (5K-10K),1,0,1,Elder (55+)
TXN00002846,17-11-2023 21:03,17-11-2023,11,2023,21,Friday,USR008464,Nagpur,Tier2,46,Female,Medium,MER00755,Purohit Appliances,Electronics,Chennai,WhatsApp Pay,WhatsApp Pay,1,UPI ID,Android,13783.14,Success,0,0,0,0,0,0,0,Night,1,4,Ultra (10K+),1,0,1,Senior (46-55)
TXN00002847,18-05-2022 08:50,18-05-2022,5,2022,8,Wednesday,USR003963,Aligarh,Tier3,19,Male,Power,MER01253,Amble Realty,Rent,Bareilly,Paytm,Paytm,1,UPI ID,Android,10760.33,Success,0,0,0,0,0,0,0,Morning,0,2,Ultra (10K+),1,0,1,Gen Z (18-25)
TXN00002848,27-08-2023 11:13,27-08-2023,8,2023,11,Sunday,USR006289,Lucknow,Tier2,60,Male,Medium,MER00076,Dalal Cafe,Food & Beverage,Chennai,PhonePe,PhonePe,1,UPI ID,Android,142.11,Success,0,0,0,0,0,0,1,Morning,1,3,Small (100-500),1,0,1,Elder (55+)
TXN00002849,21-07-2023 00:17,21-07-2023,7,2023,0,Friday,USR002077,Meerut,Tier3,26,Male,Medium,MER01823,Dua Hotel,Hotel & Lodging,Jaipur,Paytm,Paytm,1,QR Scan,Android,1123.01,Success,0,0,0,0,0,0,0,Late Night,0,3,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00002850,23-04-2023 13:10,23-04-2023,4,2023,13,Sunday,USR002807,Chennai,Tier1,44,Male,High,MER00987,Pandey Daily Needs,Grocery,Meerut,Paytm,Paytm,1,QR Scan,Android,726.75,Success,0,0,0,0,0,0,1,Afternoon,0,2,Medium (500-1K),1,0,1,Gen X (36-45)
TXN00002851,26-09-2022 21:31,26-09-2022,9,2022,21,Monday,USR007150,Rajkot,Tier3,38,Female,Medium,MER01056,Rana Personal Transfer,P2P Transfer,Bhopal,PhonePe,PhonePe,1,QR Scan,Android,3950.91,Success,0,0,0,0,0,0,0,Night,1,3,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00002852,27-09-2022 08:17,27-09-2022,9,2022,8,Tuesday,USR008922,Noida,Tier3,19,Female,Medium,MER01771,Nagi Kirana Store,Grocery,Mumbai,PhonePe,PhonePe,1,QR Scan,Android,1547.45,Failed,0,0,0,0,0,0,0,Morning,1,3,Large (1K-5K),0,1,1,Gen Z (18-25)
TXN00002853,16-06-2023 15:46,16-06-2023,6,2023,15,Friday,USR003642,Coimbatore,Tier2,52,Female,Medium,MER01519,Bhatnagar General Store,Grocery,Ahmedabad,Google Pay,CRED,0,UPI ID,iOS,207.58,Success,0,0,0,0,0,0,0,Afternoon,0,2,Small (100-500),1,0,1,Senior (46-55)
TXN00002854,13-04-2023 13:30,13-04-2023,4,2023,13,Thursday,USR003867,Lucknow,Tier2,31,Female,High,MER00929,Subramanian Diagnostic Lab,Healthcare,Bangalore,PhonePe,PhonePe,1,QR Scan,Android,458.21,Success,0,0,0,0,0,0,0,Afternoon,0,2,Small (100-500),1,0,1,Millennial (26-35)
TXN00002855,27-02-2022 20:28,27-02-2022,2,2022,20,Sunday,USR005668,Lucknow,Tier2,47,Female,Medium,MER00246,Gokhale Restaurant,Food & Beverage,Kanpur,Google Pay,Google Pay,1,QR Scan,iOS,176.45,Success,0,0,0,0,0,0,1,Evening,0,1,Small (100-500),1,0,1,Senior (46-55)
TXN00002856,18-06-2022 11:56,18-06-2022,6,2022,11,Saturday,USR009756,Kanpur,Tier2,27,Male,Power,MER00645,Chaudhari General Store,Grocery,Coimbatore,Google Pay,Google Pay,1,Payment Link,iOS,798.33,Success,0,0,0,0,0,0,1,Morning,0,2,Medium (500-1K),1,0,1,Millennial (26-35)
TXN00002857,17-03-2022 20:19,17-03-2022,3,2022,20,Thursday,USR008305,Chennai,Tier1,19,Male,High,MER00815,Bahri Uber,Auto & Transport,Delhi,WhatsApp Pay,WhatsApp Pay,1,QR Scan,Android,165,Success,0,0,0,0,0,0,0,Evening,0,1,Small (100-500),1,0,1,Gen Z (18-25)
TXN00002858,31-05-2023 08:42,31-05-2023,5,2023,8,Wednesday,USR001254,Gorakhpur,Tier3,23,Female,High,MER01791,Pant Service Apartment,Hotel & Lodging,Agra,PhonePe,PhonePe,1,QR Scan,Android,3253.56,Success,0,0,0,0,0,0,0,Morning,0,2,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00002859,14-05-2023 15:37,14-05-2023,5,2023,15,Sunday,USR002408,Mumbai,Tier1,26,Female,Medium,MER01663,Bahri Gaming Zone,Entertainment,Mumbai,Google Pay,PhonePe,0,Intent,iOS,510.98,Success,0,0,0,0,0,0,1,Afternoon,0,2,Medium (500-1K),1,0,0,Millennial (26-35)
TXN00002860,25-07-2023 19:14,25-07-2023,7,2023,19,Tuesday,USR002707,Bangalore,Tier1,23,Male,Medium,MER00796,Bhatt Dhaba,Food & Beverage,Aurangabad,Google Pay,Google Pay,1,QR Scan,Android,145.4,Success,0,0,0,0,0,0,0,Evening,0,3,Small (100-500),1,0,1,Gen Z (18-25)
TXN00002861,27-12-2022 10:03,27-12-2022,12,2022,10,Tuesday,USR001760,Hyderabad,Tier1,36,Male,Medium,MER00846,Doshi Fashion Store,Clothing & Fashion,Mysore,Amazon Pay,Amazon Pay,1,QR Scan,Android,2627.28,Success,0,0,0,0,0,0,0,Morning,0,4,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00002862,05-03-2023 11:48,05-03-2023,3,2023,11,Sunday,USR002547,Pune,Tier1,21,Female,High,MER01295,Issac Airlines,Travel,Jaipur,PhonePe,PhonePe,1,UPI ID,Android,4280.18,Success,0,0,0,0,0,0,1,Morning,0,1,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00002863,27-04-2022 11:32,27-04-2022,4,2022,11,Wednesday,USR006983,Chennai,Tier1,55,Male,Medium,MER00694,Seth Dhaba,Food & Beverage,Indore,Google Pay,Google Pay,1,UPI ID,iOS,206.35,Success,0,0,0,0,0,0,0,Morning,0,2,Small (100-500),1,0,1,Senior (46-55)
TXN00002864,23-11-2022 08:20,23-11-2022,11,2022,8,Wednesday,USR009098,Visakhapatnam,Tier2,21,Female,Power,MER01241,Sane Friend Transfer,P2P Transfer,Coimbatore,Google Pay,Google Pay,1,UPI ID,Android,11759.04,Success,0,1,0,0,1,0,0,Morning,1,4,Ultra (10K+),1,0,1,Gen Z (18-25)
TXN00002865,17-03-2023 23:46,17-03-2023,3,2023,23,Friday,USR008116,Ghaziabad,Tier3,27,Male,High,MER01365,Kar Tech Store,Electronics,Meerut,PhonePe,PhonePe,1,QR Scan,Android,22389.71,Success,0,0,0,0,0,0,0,Night,0,1,Ultra (10K+),1,0,1,Millennial (26-35)
TXN00002866,12-04-2022 12:30,12-04-2022,4,2022,12,Tuesday,USR007867,Pune,Tier1,25,Male,Medium,MER00450,Tandon Friend Transfer,P2P Transfer,Bikaner,Google Pay,Google Pay,1,UPI ID,Android,4375.53,Success,0,0,0,0,0,0,0,Afternoon,0,2,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00002867,22-12-2022 14:53,22-12-2022,12,2022,14,Thursday,USR009253,Ahmedabad,Tier1,26,Male,Medium,MER01466,Narasimhan Petrol Pump,Fuel,Indore,Google Pay,Google Pay,1,UPI ID,Android,245.2,Success,0,0,0,0,0,0,0,Afternoon,0,4,Small (100-500),1,0,1,Millennial (26-35)
TXN00002868,14-01-2022 19:52,14-01-2022,1,2022,19,Friday,USR000446,Kolkata,Tier1,57,Male,High,MER01610,Konda Snapdeal,E-commerce,Agra,Google Pay,Google Pay,1,Intent,Android,4642.04,Success,0,0,0,0,0,0,0,Evening,0,1,Large (1K-5K),1,0,1,Elder (55+)
